Class,Identifiers,Address,Type,Initial Value,Comment
VAR,snsr_s4_wPres0_err_l,D12126,WORD,0
VAR,snsr_s4_wPres1_value,D12127,WORD,0
VAR,snsr_s4_wPres1_state,D12128,WORD,0
VAR,snsr_s4_wPres1_err_u,D12129,WORD,0
VAR,snsr_s4_wPres1_warn_u,D12130,WORD,0
VAR,snsr_s4_wPres1_warn_l,D12131,WORD,0
VAR,snsr_s4_wPres1_err_l,D12132,WORD,0
VAR,snsr_s4_wPres2_value,D12133,WORD,0
VAR,snsr_s4_wPres2_state,D12134,WORD,0
VAR,snsr_s4_wPres2_err_u,D12135,WORD,0
VAR,snsr_s4_wPres2_warn_u,D12136,WORD,0
VAR,snsr_s4_wPres2_warn_l,D12137,WORD,0
VAR,snsr_s4_wPres2_err_l,D12138,WORD,0
VAR,snsr_s4_wTemp0_value,D12139,WORD,0
VAR,snsr_s4_wTemp0_state,D12140,WORD,0
VAR,snsr_s4_wTemp0_err_u,D12141,WORD,0
VAR,snsr_s4_wTemp0_warn_u,D12142,WORD,0
VAR,snsr_s4_wTemp0_warn_l,D12143,WORD,0
VAR,snsr_s4_wTemp0_err_l,D12144,WORD,0
VAR,snsr_s4_wTemp1_value,D12145,WORD,0
VAR,snsr_s4_wTemp1_state,D12146,WORD,0
VAR,snsr_s4_wTemp1_err_u,D12147,WORD,0
VAR,snsr_s4_wTemp1_warn_u,D12148,WORD,0
VAR,snsr_s4_wTemp1_warn_l,D12149,WORD,0
VAR,snsr_s4_wTemp1_err_l,D12150,WORD,0
VAR,snsr_s5_wPres0_value,D12151,WORD,0
VAR,snsr_s5_wPres0_state,D12152,WORD,0
VAR,snsr_s5_wPres0_err_u,D12153,WORD,0
VAR,snsr_s5_wPres0_warn_u,D12154,WORD,0
VAR,snsr_s5_wPres0_warn_l,D12155,WORD,0
VAR,snsr_s5_wPres0_err_l,D12156,WORD,0
VAR,snsr_s5_wPres1_value,D12157,WORD,0
VAR,snsr_s5_wPres1_state,D12158,WORD,0
VAR,snsr_s5_wPres1_err_u,D12159,WORD,0
VAR,snsr_s5_wPres1_warn_u,D12160,WORD,0
VAR,snsr_s5_wPres1_warn_l,D12161,WORD,0
VAR,snsr_s5_wPres1_err_l,D12162,WORD,0
VAR,snsr_s5_wPres2_value,D12163,WORD,0
VAR,snsr_s5_wPres2_state,D12164,WORD,0
VAR,snsr_s5_wPres2_err_u,D12165,WORD,0
VAR,snsr_s5_wPres2_warn_u,D12166,WORD,0
VAR,snsr_s5_wPres2_warn_l,D12167,WORD,0
VAR,snsr_s5_wPres2_err_l,D12168,WORD,0
VAR,snsr_s5_wTemp0_value,D12169,WORD,0
VAR,snsr_s5_wTemp0_state,D12170,WORD,0
VAR,snsr_s5_wTemp0_err_u,D12171,WORD,0
VAR,snsr_s5_wTemp0_warn_u,D12172,WORD,0
VAR,snsr_s5_wTemp0_warn_l,D12173,WORD,0
VAR,snsr_s5_wTemp0_err_l,D12174,WORD,0
VAR,snsr_s5_wTemp1_value,D12175,WORD,0
VAR,snsr_s5_wTemp1_state,D12176,WORD,0
VAR,snsr_s5_wTemp1_err_u,D12177,WORD,0
VAR,snsr_s5_wTemp1_warn_u,D12178,WORD,0
VAR,snsr_s5_wTemp1_warn_l,D12179,WORD,0
VAR,snsr_s5_wTemp1_err_l,D12180,WORD,0
VAR,snsr_s6_wPres0_value,D12181,WORD,0
VAR,snsr_s6_wPres0_state,D12182,WORD,0
VAR,snsr_s6_wPres0_err_u,D12183,WORD,0
VAR,snsr_s6_wPres0_warn_u,D12184,WORD,0
VAR,snsr_s6_wPres0_warn_l,D12185,WORD,0
VAR,snsr_s6_wPres0_err_l,D12186,WORD,0
VAR,snsr_s6_wPres1_value,D12187,WORD,0
VAR,snsr_s6_wPres1_state,D12188,WORD,0
VAR,snsr_s6_wPres1_err_u,D12189,WORD,0
VAR,snsr_s6_wPres1_warn_u,D12190,WORD,0
VAR,snsr_s6_wPres1_warn_l,D12191,WORD,0
VAR,snsr_s6_wPres1_err_l,D12192,WORD,0
VAR,snsr_s6_wPres2_value,D12193,WORD,0
VAR,snsr_s6_wPres2_state,D12194,WORD,0
VAR,snsr_s6_wPres2_err_u,D12195,WORD,0
VAR,snsr_s6_wPres2_warn_u,D12196,WORD,0
VAR,snsr_s6_wPres2_warn_l,D12197,WORD,0
VAR,snsr_s6_wPres2_err_l,D12198,WORD,0
VAR,snsr_s6_wTemp0_value,D12199,WORD,0
VAR,snsr_s6_wTemp0_state,D12200,WORD,0
VAR,snsr_s6_wTemp0_err_u,D12201,WORD,0
VAR,snsr_s6_wTemp0_warn_u,D12202,WORD,0
VAR,snsr_s6_wTemp0_warn_l,D12203,WORD,0
VAR,snsr_s6_wTemp0_err_l,D12204,WORD,0
VAR,snsr_s6_wTemp1_value,D12205,WORD,0
VAR,snsr_s6_wTemp1_state,D12206,WORD,0
VAR,snsr_s6_wTemp1_err_u,D12207,WORD,0
VAR,snsr_s6_wTemp1_warn_u,D12208,WORD,0
VAR,snsr_s6_wTemp1_warn_l,D12209,WORD,0
VAR,snsr_s6_wTemp1_err_l,D12210,WORD,0
VAR,snsr_s7_wPres0_value,D12211,WORD,0
VAR,snsr_s7_wPres0_state,D12212,WORD,0
VAR,snsr_s7_wPres0_err_u,D12213,WORD,0
VAR,snsr_s7_wPres0_warn_u,D12214,WORD,0
VAR,snsr_s7_wPres0_warn_l,D12215,WORD,0
VAR,snsr_s7_wPres0_err_l,D12216,WORD,0
VAR,snsr_s7_wPres1_value,D12217,WORD,0
VAR,snsr_s7_wPres1_state,D12218,WORD,0
VAR,snsr_s7_wPres1_err_u,D12219,WORD,0
VAR,snsr_s7_wPres1_warn_u,D12220,WORD,0
VAR,snsr_s7_wPres1_warn_l,D12221,WORD,0
VAR,snsr_s7_wPres1_err_l,D12222,WORD,0
VAR,snsr_s7_wPres2_value,D12223,WORD,0
VAR,snsr_s7_wPres2_state,D12224,WORD,0
VAR,snsr_s7_wPres2_err_u,D12225,WORD,0
VAR,snsr_s7_wPres2_warn_u,D12226,WORD,0
VAR,snsr_s7_wPres2_warn_l,D12227,WORD,0
VAR,snsr_s7_wPres2_err_l,D12228,WORD,0
VAR,snsr_s7_wTemp0_value,D12229,WORD,0
VAR,snsr_s7_wTemp0_state,D12230,WORD,0
VAR,snsr_s7_wTemp0_err_u,D12231,WORD,0
VAR,snsr_s7_wTemp0_warn_u,D12232,WORD,0
VAR,snsr_s7_wTemp0_warn_l,D12233,WORD,0
VAR,snsr_s7_wTemp0_err_l,D12234,WORD,0
VAR,snsr_s7_wTemp1_value,D12235,WORD,0
VAR,snsr_s7_wTemp1_state,D12236,WORD,0
VAR,snsr_s7_wTemp1_err_u,D12237,WORD,0
VAR,snsr_s7_wTemp1_warn_u,D12238,WORD,0
VAR,snsr_s7_wTemp1_warn_l,D12239,WORD,0
VAR,snsr_s7_wTemp1_err_l,D12240,WORD,0
VAR,snsr_s8_wPres0_value,D12241,WORD,0
VAR,snsr_s8_wPres0_state,D12242,WORD,0
VAR,snsr_s8_wPres0_err_u,D12243,WORD,0
VAR,snsr_s8_wPres0_warn_u,D12244,WORD,0
VAR,snsr_s8_wPres0_warn_l,D12245,WORD,0
VAR,snsr_s8_wPres0_err_l,D12246,WORD,0
VAR,snsr_s8_wPres1_value,D12247,WORD,0
VAR,snsr_s8_wPres1_state,D12248,WORD,0
VAR,snsr_s8_wPres1_err_u,D12249,WORD,0
VAR,snsr_s8_wPres1_warn_u,D12250,WORD,0
VAR,snsr_s8_wPres1_warn_l,D12251,WORD,0
VAR,snsr_s8_wPres1_err_l,D12252,WORD,0
VAR,snsr_s8_wPres2_value,D12253,WORD,0
VAR,snsr_s8_wPres2_state,D12254,WORD,0
VAR,snsr_s8_wPres2_err_u,D12255,WORD,0
VAR,snsr_s8_wPres2_warn_u,D12256,WORD,0
VAR,snsr_s8_wPres2_warn_l,D12257,WORD,0
VAR,snsr_s8_wPres2_err_l,D12258,WORD,0
VAR,snsr_s8_wTemp0_value,D12259,WORD,0
VAR,snsr_s8_wTemp0_state,D12260,WORD,0
VAR,snsr_s8_wTemp0_err_u,D12261,WORD,0
VAR,snsr_s8_wTemp0_warn_u,D12262,WORD,0
VAR,snsr_s8_wTemp0_warn_l,D12263,WORD,0
VAR,snsr_s8_wTemp0_err_l,D12264,WORD,0
VAR,snsr_s8_wTemp1_value,D12265,WORD,0
VAR,snsr_s8_wTemp1_state,D12266,WORD,0
VAR,snsr_s8_wTemp1_err_u,D12267,WORD,0
VAR,snsr_s8_wTemp1_warn_u,D12268,WORD,0
VAR,snsr_s8_wTemp1_warn_l,D12269,WORD,0
VAR,snsr_s8_wTemp1_err_l,D12270,WORD,0
VAR,snsr_s9_wPres0_value,D12271,WORD,0
VAR,snsr_s9_wPres0_state,D12272,WORD,0
VAR,snsr_s9_wPres0_err_u,D12273,WORD,0
VAR,snsr_s9_wPres0_warn_u,D12274,WORD,0
VAR,snsr_s9_wPres0_warn_l,D12275,WORD,0
VAR,snsr_s9_wPres0_err_l,D12276,WORD,0
VAR,snsr_s9_wPres1_value,D12277,WORD,0
VAR,snsr_s9_wPres1_state,D12278,WORD,0
VAR,snsr_s9_wPres1_err_u,D12279,WORD,0
VAR,snsr_s9_wPres1_warn_u,D12280,WORD,0
VAR,snsr_s9_wPres1_warn_l,D12281,WORD,0
VAR,snsr_s9_wPres1_err_l,D12282,WORD,0
VAR,snsr_s9_wPres2_value,D12283,WORD,0
VAR,snsr_s9_wPres2_state,D12284,WORD,0
VAR,snsr_s9_wPres2_err_u,D12285,WORD,0
VAR,snsr_s9_wPres2_warn_u,D12286,WORD,0
VAR,snsr_s9_wPres2_warn_l,D12287,WORD,0
